machine_configuration,use_buffer,write_buffer_bytes,connection_type,read_buffer_bytes,duration_sec,num_syscalls,short_reads,throughput (MiB/s)
gcp_amd_remote,false,0,file_/dev/zero,16777216,1.8688644650000001,3904,0,33422.8
gcp_amd_remote,false,0,file_/dev/urandom,1,2.011176934,5373455,0,2.5
gcp_amd_remote,false,0,file_/dev/urandom,2,2.033108862,5434783,0,5.1
gcp_amd_remote,false,0,file_/dev/urandom,4,2.012727064,5360493,0,10.2
gcp_amd_remote,false,0,file_/dev/urandom,8,2.038810832,5425936,0,20.3
gcp_amd_remote,false,0,file_/dev/urandom,16,2.034331032,5422994,0,40.7
gcp_amd_remote,false,0,file_/dev/urandom,32,2.04941528,5442177,0,81
gcp_amd_remote,false,0,file_/dev/urandom,64,2.025328783,4060090,0,122.4
gcp_amd_remote,false,0,file_/dev/urandom,128,2.018892154,3146139,0,190.2
gcp_amd_remote,false,0,file_/dev/urandom,256,2.014115183,2167083,0,262.7
gcp_amd_remote,false,0,file_/dev/urandom,512,2.009673854,1332179,0,323.7
gcp_amd_remote,false,0,file_/dev/urandom,1024,1.956558378,736185,0,367.4
gcp_amd_remote,false,0,file_/dev/urandom,2048,1.9929505650000001,400858,0,392.8
gcp_amd_remote,false,0,file_/dev/urandom,4096,1.999152474,208249,0,406.9
gcp_amd_remote,false,0,file_/dev/urandom,8192,1.9845892859999998,105197,0,414.1
gcp_amd_remote,false,0,file_/dev/urandom,16384,1.983866816,53125,0,418.4
gcp_amd_remote,false,0,file_/dev/urandom,32768,1.992791915,26553,0,416.4
gcp_amd_remote,false,0,file_/dev/urandom,65536,1.988493826,13201,0,414.9
gcp_amd_remote,false,0,file_/dev/urandom,131072,1.999730115,6624,0,414
gcp_amd_remote,false,0,file_/dev/urandom,262144,1.992574285,3306,0,414.7
gcp_amd_remote,false,0,file_/dev/urandom,524288,1.9975342249999999,1652,0,413.3
gcp_amd_remote,false,0,file_/dev/urandom,1048576,1.981860086,821,0,414
gcp_amd_remote,false,0,file_/dev/urandom,2097152,1.975846356,410,0,414.5
gcp_amd_remote,false,0,file_/dev/urandom,4194304,2.529715523,201,0,317.4
gcp_amd_remote,false,0,file_/dev/urandom,8388608,1.848886866,58,0,249
gcp_amd_remote,false,0,file_/dev/urandom,16777216,2.035457782,30,0,229.5
gcp_amd_remote,true,4096,unix,1,1.40896866,5757052,0,3.9
gcp_amd_remote,true,4096,unix,2,2.044444291,8237232,0,7.7
gcp_amd_remote,true,4096,unix,4,2.049458631,8322930,0,15.5
gcp_amd_remote,true,4096,unix,8,2.070501979,8302200,0,30.6
gcp_amd_remote,true,4096,unix,16,2.197351259,8319468,0,57.8
gcp_amd_remote,true,4096,unix,32,2.201798949,7648184,0,106
gcp_amd_remote,true,4096,unix,64,1.904947982,5105949,0,163.6
gcp_amd_remote,true,4096,unix,128,2.457219729,6856360,0,340.6
gcp_amd_remote,true,4096,unix,256,1.969350307,4652245,0,576.7
gcp_amd_remote,true,4096,unix,512,3.390363957,4470274,1,643.8
gcp_amd_remote,true,4096,unix,1024,1.836468477,1516531,0,806.4
gcp_amd_remote,true,4096,unix,2048,1.361246725,603574,0,866
gcp_amd_remote,true,4096,unix,4096,3.4843604089999998,934231,0,1047.3
gcp_amd_remote,true,4096,unix,8192,2.394395555,315340,113,1028.7
gcp_amd_remote,true,4096,unix,16384,3.609113809,241147,221,1043.4
gcp_amd_remote,true,4096,unix,32768,2.8425577090000003,102761,260,1128
gcp_amd_remote,true,4096,unix,65536,2.460181739,44210,294,1120.1
gcp_amd_remote,true,4096,unix,131072,3.469025521,31242,467,1114.8
gcp_amd_remote,true,4096,unix,262144,2.652766844,11631,374,1083.6
gcp_amd_remote,true,4096,unix,524288,3.481488869,8541,1221,1119.6
gcp_amd_remote,true,4096,unix,1048576,3.522008676,4681,1239,1102.3
gcp_amd_remote,true,4096,unix,2097152,3.410186055,2770,1257,1082.6
gcp_amd_remote,true,4096,unix,4194304,3.305855773,1710,982,1110.7
gcp_amd_remote,true,4096,unix,8388608,3.401793245,1074,751,1036.9
gcp_amd_remote,true,4096,unix,16777216,2.884189576,699,580,1026.4
gcp_amd_remote,true,4096,TCP,1,2.17991269,7196833,0,3.1
gcp_amd_remote,true,4096,TCP,2,2.010712823,6510417,1,6.2
gcp_amd_remote,true,4096,TCP,4,2.120221946,6646727,1,12
gcp_amd_remote,true,4096,TCP,8,2.134966014,6422608,0,23
gcp_amd_remote,true,4096,TCP,16,1.824836748,5296611,1,44.3
gcp_amd_remote,true,4096,TCP,32,2.2530227050000002,6570303,0,89
gcp_amd_remote,true,4096,TCP,64,1.8983848129999998,5591278,0,179.8
gcp_amd_remote,true,4096,TCP,128,1.9633718679999999,5241091,0,325.9
gcp_amd_remote,true,4096,TCP,256,1.853803506,4384043,1,577.4
gcp_amd_remote,true,4096,TCP,512,2.102033226,3914665,9,909.3
gcp_amd_remote,true,4096,TCP,1024,2.029589443,2736741,25,1316.8
gcp_amd_remote,true,4096,TCP,2048,2.808573911,1871785,4738,1300.1
gcp_amd_remote,true,4096,TCP,4096,1.315890948,334465,4871,986
gcp_amd_remote,true,4096,TCP,8192,2.468176639,440940,6713,1387.9
gcp_amd_remote,true,4096,TCP,16384,2.335040799,216628,8860,1431.4
gcp_amd_remote,true,4096,TCP,32768,2.31298986,113061,8169,1504.6
gcp_amd_remote,true,4096,TCP,65536,2.242047255,52363,10427,1425.5
gcp_amd_remote,true,4096,TCP,131072,2.198403459,27899,10936,1417.4
gcp_amd_remote,true,4096,TCP,262144,1.580492717,11979,8191,1334.4
gcp_amd_remote,true,4096,TCP,524288,2.9729201400000003,20649,19689,1290.4
gcp_amd_remote,true,4096,TCP,1048576,2.036319711,14715,14715,1077.5
gcp_amd_remote,true,4096,TCP,2097152,2.215378018,15942,15939,1099.1
gcp_amd_remote,true,4096,TCP,4194304,1.9950985650000002,13575,13575,1062.2
gcp_amd_remote,true,4096,TCP,8388608,1.845189846,12387,12387,1147.7
gcp_amd_remote,true,4096,TCP,16777216,1.9857826859999999,13845,13845,1078.5
gcp_amd_remote,true,8192,unix,1,1.79507799,7323324,0,3.9
gcp_amd_remote,true,8192,unix,2,2.049744391,8302200,0,7.7
gcp_amd_remote,true,8192,unix,4,2.038467341,8368201,0,15.7
gcp_amd_remote,true,8192,unix,8,1.979436777,7806402,0,30.1
gcp_amd_remote,true,8192,unix,16,2.106008067,8322584,0,60.3
gcp_amd_remote,true,8192,unix,32,2.142151243,7927071,0,112.9
gcp_amd_remote,true,8192,unix,64,2.221577587,7656969,1,210.4
gcp_amd_remote,true,8192,unix,128,2.5305330230000003,7153076,0,345.1
gcp_amd_remote,true,8192,unix,256,2.529620354,6351223,0,613
gcp_amd_remote,true,8192,unix,512,3.438704053,6329115,1,898.7
gcp_amd_remote,true,8192,unix,1024,3.813111435,3795859,0,972.1
gcp_amd_remote,true,8192,unix,2048,8.082610023,3702950,1,894.8
gcp_amd_remote,true,8192,unix,4096,3.493974408,542418,0,606.4
gcp_amd_remote,true,8192,unix,8192,3.096809389,280553,0,707.8
gcp_amd_remote,true,8192,unix,16384,3.09186045,146763,8,741.7
gcp_amd_remote,true,8192,unix,32768,2.9139623329999997,70786,34,758.9
gcp_amd_remote,true,8192,unix,65536,2.720867669,37188,50,854
gcp_amd_remote,true,8192,unix,131072,3.745826439,18269,137,607.4
gcp_amd_remote,true,8192,unix,262144,2.976963798,9055,311,748.3
gcp_amd_remote,true,8192,unix,524288,2.678238311,4278,374,762.1
gcp_amd_remote,true,8192,unix,1048576,3.140275136,2357,274,701.5
gcp_amd_remote,true,8192,unix,2097152,1.690996218,1547,695,1213.4
gcp_amd_remote,true,8192,unix,4194304,3.549414294,2092,1245,1182.1
gcp_amd_remote,true,8192,unix,8388608,3.466964161,1594,1225,1170.8
gcp_amd_remote,true,8192,unix,16777216,3.152747585,1333,1157,1193.8
gcp_amd_remote,true,8192,TCP,1,1.9776895570000002,6504065,0,3.1
gcp_amd_remote,true,8192,TCP,2,2.000920314,6546431,1,6.2
gcp_amd_remote,true,8192,TCP,4,2.156919723,6854010,1,12.1
gcp_amd_remote,true,8192,TCP,8,2.222245347,6832935,0,23.5
gcp_amd_remote,true,8192,TCP,16,2.250227225,6664446,1,45.2
gcp_amd_remote,true,8192,TCP,32,2.110235946,6521031,0,94.3
gcp_amd_remote,true,8192,TCP,64,1.9969920650000001,5975502,1,182.6
gcp_amd_remote,true,8192,TCP,128,2.108362626,5529445,0,320.1
gcp_amd_remote,true,8192,TCP,256,2.026179443,4724783,1,569.3
gcp_amd_remote,true,8192,TCP,512,1.868201885,3495282,0,913.5
gcp_amd_remote,true,8192,TCP,1024,1.9167257709999999,2516823,298,1282.2
gcp_amd_remote,true,8192,TCP,2048,2.615482156,1727984,5690,1288.3
gcp_amd_remote,true,8192,TCP,4096,2.8771622260000003,845295,9630,1141.5
gcp_amd_remote,true,8192,TCP,8192,1.949787579,308302,6663,1226.4
gcp_amd_remote,true,8192,TCP,16384,2.823858011,253545,9403,1388.9
gcp_amd_remote,true,8192,TCP,32768,2.8361989789999997,120205,11358,1301.5
gcp_amd_remote,true,8192,TCP,65536,1.8520104160000002,45800,8086,1509.3
gcp_amd_remote,true,8192,TCP,131072,1.93894096,20357,11854,1070.3
gcp_amd_remote,true,8192,TCP,262144,1.66950558,12800,11659,1208.9
gcp_amd_remote,true,8192,TCP,524288,2.7796919239999998,20710,20432,1377.1
gcp_amd_remote,true,8192,TCP,1048576,2.942019632,21897,21897,1164.7
gcp_amd_remote,true,8192,TCP,2097152,1.436507078,11187,11185,1508.8
gcp_amd_remote,true,8192,TCP,4194304,2.43403507,18747,18747,1373.3
gcp_amd_remote,true,8192,TCP,8388608,2.010007793,15773,15773,1353.2
gcp_amd_remote,true,8192,TCP,16777216,2.225671947,16624,16624,1067.9
gcp_amd_remote,true,16384,unix,1,1.501306323,5924170,0,3.8
gcp_amd_remote,true,16384,unix,2,2.094070278,8247423,0,7.5
gcp_amd_remote,true,16384,unix,4,1.947349459,7763975,0,15.2
gcp_amd_remote,true,16384,unix,8,1.969364707,7939659,0,30.8
gcp_amd_remote,true,16384,unix,16,1.892514443,7434945,0,59.9
gcp_amd_remote,true,16384,unix,32,2.351721897,8302201,0,107.7
gcp_amd_remote,true,16384,unix,64,1.749624394,5672150,0,197.9
gcp_amd_remote,true,16384,unix,128,2.406805054,7256895,1,368.1
gcp_amd_remote,true,16384,unix,256,2.7904957230000003,7052187,1,617
gcp_amd_remote,true,16384,unix,512,3.564834983,6611571,1,905.6
gcp_amd_remote,true,16384,unix,1024,3.059504152,3506312,0,1119.2
gcp_amd_remote,true,16384,unix,2048,3.021584446,1604879,0,1037.4
gcp_amd_remote,true,16384,unix,4096,3.252194548,553724,0,665.1
gcp_amd_remote,true,16384,unix,8192,2.279227364,250788,0,859.6
gcp_amd_remote,true,16384,unix,16384,3.261938517,157225,1,753.1
gcp_amd_remote,true,16384,unix,32768,2.874358086,73812,38,802.3
gcp_amd_remote,true,16384,unix,65536,3.003494597,40818,46,848.8
gcp_amd_remote,true,16384,unix,131072,3.022029925,19772,147,815.3
gcp_amd_remote,true,16384,unix,262144,2.95979195,9484,179,794.6
gcp_amd_remote,true,16384,unix,524288,3.421179414,5024,183,721.5
gcp_amd_remote,true,16384,unix,1048576,2.110606526,1688,80,779.5
gcp_amd_remote,true,16384,unix,2097152,3.240577718,1312,248,717.3
gcp_amd_remote,true,16384,unix,4194304,1.771483503,426,129,765.2
gcp_amd_remote,true,16384,unix,8388608,1.867850105,176,43,631.6
gcp_amd_remote,true,16384,unix,16777216,5.974898646,165,63,325.4
gcp_amd_remote,true,16384,TCP,1,1.812388349,6079027,0,3.2
gcp_amd_remote,true,16384,TCP,2,2.028280792,6675568,1,6.3
gcp_amd_remote,true,16384,TCP,4,2.121808526,6680027,1,12
gcp_amd_remote,true,16384,TCP,8,2.124384345,6234414,0,22.4
gcp_amd_remote,true,16384,TCP,16,2.265895924,6232472,1,42
gcp_amd_remote,true,16384,TCP,32,1.8914224929999999,4976363,0,80.3
gcp_amd_remote,true,16384,TCP,64,2.354617938,4323390,0,112.1
gcp_amd_remote,true,16384,TCP,128,2.06574304,3937008,0,232.6
gcp_amd_remote,true,16384,TCP,256,2.001785274,3382950,0,412.6
gcp_amd_remote,true,16384,TCP,512,1.909183891,2656432,2,679.4
gcp_amd_remote,true,16384,TCP,1024,2.1880147,2220742,0,991.2
gcp_amd_remote,true,16384,TCP,2048,1.916022791,1199383,104,1222.6
gcp_amd_remote,true,16384,TCP,4096,2.3479116380000002,800443,2157,1330.1
gcp_amd_remote,true,16384,TCP,8192,2.31917097,422846,3296,1420.5
gcp_amd_remote,true,16384,TCP,16384,2.295044282,236412,2467,1605.5
gcp_amd_remote,true,16384,TCP,32768,1.758535323,70203,6838,1230.7
gcp_amd_remote,true,16384,TCP,65536,1.754083243,34181,8202,1190.5
gcp_amd_remote,true,16384,TCP,131072,1.752122864,19508,9672,1217.4
gcp_amd_remote,true,16384,TCP,262144,2.5375890930000002,19963,9788,1502.8
gcp_amd_remote,true,16384,TCP,524288,2.856091348,19570,17636,1328.7
gcp_amd_remote,true,16384,TCP,1048576,1.9701366070000002,16303,16300,1079
gcp_amd_remote,true,16384,TCP,2097152,1.8586410450000002,14122,14117,1093.7
gcp_amd_remote,true,16384,TCP,4194304,1.962675588,14936,14936,1092.8
gcp_amd_remote,true,16384,TCP,8388608,1.697318148,11652,11652,1286
gcp_amd_remote,true,16384,TCP,16777216,1.9767286469999998,8193,8193,1883.4
gcp_amd_remote,true,32768,unix,1,1.700745787,6944444,0,3.9
gcp_amd_remote,true,32768,unix,2,2.084589248,8403361,0,7.7
gcp_amd_remote,true,32768,unix,4,1.975526947,8163266,0,15.8
gcp_amd_remote,true,32768,unix,8,2.052735671,8347246,0,31
gcp_amd_remote,true,32768,unix,16,2.062181,8149960,0,60.3
gcp_amd_remote,true,32768,unix,32,2.122761775,7830854,0,112.6
gcp_amd_remote,true,32768,unix,64,2.328162624,7493444,0,196.4
gcp_amd_remote,true,32768,unix,128,2.411111677,7176176,1,363.3
gcp_amd_remote,true,32768,unix,256,2.795116107,7117438,0,621.7
gcp_amd_remote,true,32768,unix,512,3.283277797,5973716,0,888.4
gcp_amd_remote,true,32768,unix,1024,2.00170369,1897534,0,925.7
gcp_amd_remote,true,32768,unix,2048,3.669364657,1667223,0,887.4
gcp_amd_remote,true,32768,unix,4096,2.7476589000000002,560979,0,797.5
gcp_amd_remote,true,32768,unix,8192,3.603824102,311707,0,675.7
gcp_amd_remote,true,32768,unix,16384,3.492019671,149811,0,670.3
gcp_amd_remote,true,32768,unix,32768,3.3743126500000002,75868,0,702.6
gcp_amd_remote,true,32768,unix,65536,3.203476464,38658,68,753.5
gcp_amd_remote,true,32768,unix,131072,3.428033626,19421,847,697.4
gcp_amd_remote,true,32768,unix,262144,3.23975174,9377,602,706.2
gcp_amd_remote,true,32768,unix,524288,1.546895896,2760,602,793.6
gcp_amd_remote,true,32768,unix,1048576,3.891576949,2482,545,557.4
gcp_amd_remote,true,32768,unix,2097152,1.436039385,633,229,660.3
gcp_amd_remote,true,32768,unix,4194304,2.436049226,783,435,730
gcp_amd_remote,true,32768,unix,8388608,3.249654331,684,479,692.8
gcp_amd_remote,true,32768,unix,16777216,4.5255535479999995,556,495,461.5
gcp_amd_remote,true,32768,TCP,1,2.043707496,6879944,0,3.2
gcp_amd_remote,true,32768,TCP,2,2.056546315,6772544,0,6.3
gcp_amd_remote,true,32768,TCP,4,2.110867421,6740816,0,12.2
gcp_amd_remote,true,32768,TCP,8,2.175165087,6533813,1,22.9
gcp_amd_remote,true,32768,TCP,16,2.12265403,5847954,1,42
gcp_amd_remote,true,32768,TCP,32,1.8823606590000002,4960318,0,80.4
gcp_amd_remote,true,32768,TCP,64,1.796758407,3917729,1,133.1
gcp_amd_remote,true,32768,TCP,128,1.970027962,3782864,0,234.4
gcp_amd_remote,true,32768,TCP,256,1.828281654,3120612,1,416.7
gcp_amd_remote,true,32768,TCP,512,2.149010188,3048316,0,692.6
gcp_amd_remote,true,32768,TCP,1024,1.8578947220000002,2027987,0,1066
gcp_amd_remote,true,32768,TCP,2048,1.9783153709999999,1376116,67,1358.6
gcp_amd_remote,true,32768,TCP,4096,2.044548177,800752,580,1529.4
gcp_amd_remote,true,32768,TCP,8192,2.735161531,457394,6919,1299.6
gcp_amd_remote,true,32768,TCP,16384,2.324890944,229785,3706,1538.1
gcp_amd_remote,true,32768,TCP,32768,2.728259422,116567,8811,1319.9
gcp_amd_remote,true,32768,TCP,65536,1.618277561,36874,5663,1401.9
gcp_amd_remote,true,32768,TCP,131072,2.272636359,32753,3044,1748.5
gcp_amd_remote,true,32768,TCP,262144,2.164172667,16702,1383,1843.2
gcp_amd_remote,true,32768,TCP,524288,1.967499952,7559,19,1918.5
gcp_amd_remote,true,32768,TCP,1048576,2.032563798,5534,3136,1874.6
gcp_amd_remote,true,32768,TCP,2097152,1.953534564,7342,7331,1847.4
gcp_amd_remote,true,32768,TCP,4194304,1.922565857,9251,9251,1845.8
gcp_amd_remote,true,32768,TCP,8388608,2.295303537,16080,16080,1666.8
gcp_amd_remote,true,32768,TCP,16777216,1.9354927750000002,16683,16683,1632
gcp_amd_remote,true,65536,unix,1,1.634846529,6655574,0,3.9
gcp_amd_remote,true,65536,unix,2,2.025556009,8216927,0,7.7
gcp_amd_remote,true,65536,unix,4,2.012271888,8368201,0,15.9
gcp_amd_remote,true,65536,unix,8,2.021000279,8389262,0,31.7
gcp_amd_remote,true,65536,unix,16,2.057602915,8357710,0,62
gcp_amd_remote,true,65536,unix,32,2.12661903,8399832,0,120.5
gcp_amd_remote,true,65536,unix,64,2.265629379,8478170,1,228.4
gcp_amd_remote,true,65536,unix,128,1.8615269620000001,6325113,4,414.8
gcp_amd_remote,true,65536,unix,256,2.2528876589999998,6313199,135,684.1
gcp_amd_remote,true,65536,unix,512,2.0342205780000002,4439552,79,1065.6
gcp_amd_remote,true,65536,unix,1024,4.217587234,5948956,232,1377.4
gcp_amd_remote,true,65536,unix,2048,3.029843677,2394204,282,1543.3
gcp_amd_remote,true,65536,unix,4096,4.37515222,1708067,250,1524.9
gcp_amd_remote,true,65536,unix,8192,4.639353399,958872,291,1614.5
gcp_amd_remote,true,65536,unix,16384,4.292933677,464492,284,1690.1
gcp_amd_remote,true,65536,unix,32768,4.647752238,248333,393,1668.4
gcp_amd_remote,true,65536,unix,65536,4.791780177,129092,306,1681.8
gcp_amd_remote,true,65536,unix,131072,4.714219573,72977,31486,1722.9
gcp_amd_remote,true,65536,unix,262144,4.38543346,34485,33985,1721
gcp_amd_remote,true,65536,unix,524288,4.462112983,35668,35403,1764.7
gcp_amd_remote,true,65536,unix,1048576,4.449723684,34605,34385,1747.7
gcp_amd_remote,true,65536,unix,2097152,4.458802474,32720,32616,1676.4
gcp_amd_remote,true,65536,unix,4194304,3.867486181,29184,29155,1742.8
gcp_amd_remote,true,65536,unix,8388608,4.372059321,33180,33160,1762.1
gcp_amd_remote,true,65536,unix,16777216,4.342554593,30909,30908,1666
gcp_amd_remote,true,65536,TCP,1,1.575111894,5278437,0,3.2
gcp_amd_remote,true,65536,TCP,2,2.11599559,7017544,1,6.3
gcp_amd_remote,true,65536,TCP,4,2.099027663,6729475,0,12.2
gcp_amd_remote,true,65536,TCP,8,2.113468201,6550934,1,23.6
gcp_amd_remote,true,65536,TCP,16,2.275143908,6828270,1,45.8
gcp_amd_remote,true,65536,TCP,32,2.137135449,6605020,0,94.3
gcp_amd_remote,true,65536,TCP,64,1.925282156,5822417,0,184.6
gcp_amd_remote,true,65536,TCP,128,2.013785199,5445141,0,330.1
gcp_amd_remote,true,65536,TCP,256,2.102996112,5046682,0,585.9
gcp_amd_remote,true,65536,TCP,512,2.188111165,4151101,0,926.3
gcp_amd_remote,true,65536,TCP,1024,2.155712458,2885587,0,1307.2
gcp_amd_remote,true,65536,TCP,2048,2.12291896,1734614,1584,1595.2
gcp_amd_remote,true,65536,TCP,4096,2.104043772,781972,3576,1448.7
gcp_amd_remote,true,65536,TCP,8192,2.24860717,500980,5111,1733.4
gcp_amd_remote,true,65536,TCP,16384,2.184960875,252007,5244,1788
gcp_amd_remote,true,65536,TCP,32768,2.353373642,140693,6548,1847.2
gcp_amd_remote,true,65536,TCP,65536,2.604567112,66621,9758,1566.4
gcp_amd_remote,true,65536,TCP,131072,1.869053321,27684,9326,1683.2
gcp_amd_remote,true,65536,TCP,262144,2.579975754,21348,18128,1402.7
gcp_amd_remote,true,65536,TCP,524288,3.345996172,24723,24623,1140.7
gcp_amd_remote,true,65536,TCP,1048576,1.906261338,14782,14782,1156.7
gcp_amd_remote,true,65536,TCP,2097152,2.373814031,20925,20922,1654.4
gcp_amd_remote,true,65536,TCP,4194304,2.7979017859999997,21692,21692,1332.6
gcp_amd_remote,true,65536,TCP,8388608,2.470839483,19597,19597,1340.2
gcp_amd_remote,true,65536,TCP,16777216,1.812959535,15154,15154,1351.9
gcp_amd_remote,true,131072,unix,1,1.861907792,7541478,0,3.9
gcp_amd_remote,true,131072,unix,2,2.066998535,8319468,0,7.7
gcp_amd_remote,true,131072,unix,4,2.015947659,8240627,0,15.6
gcp_amd_remote,true,131072,unix,8,1.983942281,8143323,0,31.3
gcp_amd_remote,true,131072,unix,16,2.117551621,8456660,0,60.9
gcp_amd_remote,true,131072,unix,32,2.132574379,8343764,0,119.4
gcp_amd_remote,true,131072,unix,64,2.25193811,8392783,0,227.5
gcp_amd_remote,true,131072,unix,128,2.326087665,7852075,14,412.1
gcp_amd_remote,true,131072,unix,256,2.712738723,7698294,130,692.8
gcp_amd_remote,true,131072,unix,512,3.407944718,7584483,198,1086.7
gcp_amd_remote,true,131072,unix,1024,4.565616595,6734197,404,1440.4
gcp_amd_remote,true,131072,unix,2048,4.145597278,3602623,655,1697.2
gcp_amd_remote,true,131072,unix,4096,4.377349211,1965523,643,1753.7
gcp_amd_remote,true,131072,unix,8192,4.358115982,1098634,463,1969.1
gcp_amd_remote,true,131072,unix,16384,5.486494382,672240,1800,1912
gcp_amd_remote,true,131072,unix,32768,2.193320335,147584,465,2099.5
gcp_amd_remote,true,131072,unix,65536,6.830622234,222100,15810,1978.9
gcp_amd_remote,true,131072,unix,131072,6.100288303,115771,53280,2088.7
gcp_amd_remote,true,131072,unix,262144,4.429445316,42627,41959,2095.9
gcp_amd_remote,true,131072,unix,524288,5.895518998,54822,54350,2064.3
gcp_amd_remote,true,131072,unix,1048576,6.3228514239999996,54829,54627,1976.1
gcp_amd_remote,true,131072,unix,2097152,6.432402306,55510,55460,1974.5
gcp_amd_remote,true,131072,unix,4194304,4.318092664,35531,35520,1910
gcp_amd_remote,true,131072,unix,8388608,4.148367148,39245,39245,2097.9
gcp_amd_remote,true,131072,unix,16777216,6.310917246,57969,57969,2045.7
gcp_amd_remote,true,131072,TCP,1,2.12750829,6872852,0,3.1
gcp_amd_remote,true,131072,TCP,2,2.113820421,6833168,0,6.2
gcp_amd_remote,true,131072,TCP,4,2.003661139,6325111,0,12
gcp_amd_remote,true,131072,TCP,8,2.080636574,6319116,1,23.2
gcp_amd_remote,true,131072,TCP,16,1.793401696,5257624,1,44.7
gcp_amd_remote,true,131072,TCP,32,2.052823625,6309149,0,93.8
gcp_amd_remote,true,131072,TCP,64,1.398850958,4113535,1,179.5
gcp_amd_remote,true,131072,TCP,128,2.194978555,5675369,0,315.6
gcp_amd_remote,true,131072,TCP,256,2.182669505,5108557,0,571.4
gcp_amd_remote,true,131072,TCP,512,1.994294591,3687316,0,902.8
gcp_amd_remote,true,131072,TCP,1024,1.5799371930000001,2062281,0,1274.7
gcp_amd_remote,true,131072,TCP,2048,2.026505687,1686482,31,1625.4
gcp_amd_remote,true,131072,TCP,4096,1.962115863,863794,538,1719.1
gcp_amd_remote,true,131072,TCP,8192,2.317109704,483538,4791,1623.7
gcp_amd_remote,true,131072,TCP,16384,2.066385775,210257,5186,1577.9
gcp_amd_remote,true,131072,TCP,32768,2.015880439,96246,7949,1469.5
gcp_amd_remote,true,131072,TCP,65536,2.882947969,52901,16154,1115.4
gcp_amd_remote,true,131072,TCP,131072,1.49740615,17582,9006,1276.5
gcp_amd_remote,true,131072,TCP,262144,2.287652347,18888,16470,1386.8
gcp_amd_remote,true,131072,TCP,524288,2.411280478,17281,17122,1285.1
gcp_amd_remote,true,131072,TCP,1048576,2.013785959,16023,16015,1637.3
gcp_amd_remote,true,131072,TCP,2097152,2.328214044,19873,19870,1521.9
gcp_amd_remote,true,131072,TCP,4194304,1.870591031,14417,14417,1589.4
gcp_amd_remote,true,131072,TCP,8388608,1.8355461530000001,14304,14304,1662.9
gcp_amd_remote,true,131072,TCP,16777216,1.8480005720000001,13542,13542,1599
gcp_amd_remote,true,262144,unix,1,1.690561295,6894174,0,3.9
gcp_amd_remote,true,262144,unix,2,2.070463235,8424600,0,7.8
gcp_amd_remote,true,262144,unix,4,2.036839647,8389262,0,15.7
gcp_amd_remote,true,262144,unix,8,1.988914121,8233841,0,31.6
gcp_amd_remote,true,262144,unix,16,2.060028835,8361204,0,61.9
gcp_amd_remote,true,262144,unix,32,2.124261741,8438819,0,121.2
gcp_amd_remote,true,262144,unix,64,2.198872275,8257639,1,229.2
gcp_amd_remote,true,262144,unix,128,2.315725574,7858246,16,414.2
gcp_amd_remote,true,262144,unix,256,2.2573598,6459988,81,698.7
gcp_amd_remote,true,262144,unix,512,1.279626568,2869484,88,1094.9
gcp_amd_remote,true,262144,unix,1024,4.478612912,6736518,453,1468.8
gcp_amd_remote,true,262144,unix,2048,2.198996064,2015102,377,1789.6
gcp_amd_remote,true,262144,unix,4096,4.798729716,2315885,1074,1884.7
gcp_amd_remote,true,262144,unix,8192,2.848657382,742359,706,2035
gcp_amd_remote,true,262144,unix,16384,2.817967365,377659,1002,2091.6
gcp_amd_remote,true,262144,unix,32768,2.858734491,202821,706,2214.1
gcp_amd_remote,true,262144,unix,65536,4.116678461,142582,2753,2150.2
gcp_amd_remote,true,262144,unix,131072,3.8701287300000002,82772,35305,2286.6
gcp_amd_remote,true,262144,unix,262144,5.75224962,60560,59898,2252.3
gcp_amd_remote,true,262144,unix,524288,2.616771811,26819,26770,2202.1
gcp_amd_remote,true,262144,unix,1048576,6.549957766,68487,68453,2252.8
gcp_amd_remote,true,262144,unix,2097152,4.24182373,45949,45948,2327.8
gcp_amd_remote,true,262144,unix,4194304,4.847255243,51446,51446,2276
gcp_amd_remote,true,262144,unix,8388608,6.298510726,67861,67861,2321.8
gcp_amd_remote,true,262144,unix,16777216,3.596773672,37327,37327,2236.2
gcp_amd_remote,true,262144,TCP,1,2.153768518,7165890,0,3.2
gcp_amd_remote,true,262144,TCP,2,2.044337416,6720430,0,6.3
gcp_amd_remote,true,262144,TCP,4,2.102607482,6688964,1,12.1
gcp_amd_remote,true,262144,TCP,8,2.286594567,6913239,0,23.1
gcp_amd_remote,true,262144,TCP,16,1.944579465,5685049,0,44.6
gcp_amd_remote,true,262144,TCP,32,2.089403203,6531680,1,95.4
gcp_amd_remote,true,262144,TCP,64,2.012068299,6088281,0,184.7
gcp_amd_remote,true,262144,TCP,128,2.148585758,5758711,0,327.2
gcp_amd_remote,true,262144,TCP,256,1.923669906,4577708,3,581
gcp_amd_remote,true,262144,TCP,512,1.924712536,3571429,0,906
gcp_amd_remote,true,262144,TCP,1024,2.299178096,2993278,314,1271.3
gcp_amd_remote,true,262144,TCP,2048,3.170887096,1766600,8136,1085.7
gcp_amd_remote,true,262144,TCP,4096,1.681711255,423579,5704,977.5
gcp_amd_remote,true,262144,TCP,8192,1.151093479,139576,4536,936.8
gcp_amd_remote,true,262144,TCP,16384,2.055570376,135868,8480,1016.8
